fpr,tpr
0.0,0.0
0.0,0.017543859649122806
0.0,0.3508771929824561
0.011494252873563218,0.3508771929824561
0.011494252873563218,0.3684210526315789
0.022988505747126436,0.3684210526315789
0.022988505747126436,0.7017543859649122
0.08045977011494253,0.7017543859649122
0.08045977011494253,0.7192982456140351
0.09195402298850575,0.7192982456140351
0.09195402298850575,0.7543859649122807
0.12643678160919541,0.7543859649122807
0.12643678160919541,0.7719298245614035
0.14942528735632185,0.7719298245614035
0.14942528735632185,0.7894736842105263
0.16091954022988506,0.7894736842105263
0.16091954022988506,0.8070175438596491
0.19540229885057472,0.8070175438596491
0.19540229885057472,0.8245614035087719
0.22988505747126436,0.8245614035087719
0.22988505747126436,0.8596491228070176
0.2413793103448276,0.8596491228070176
0.2413793103448276,0.8947368421052632
0.26436781609195403,0.8947368421052632
0.26436781609195403,0.9122807017543859
0.28735632183908044,0.9122807017543859
0.28735632183908044,0.9298245614035088
0.3218390804597701,0.9298245614035088
0.3218390804597701,0.9649122807017544
0.7931034482758621,0.9649122807017544
0.7931034482758621,0.9824561403508771
0.9885057471264368,0.9824561403508771
0.9885057471264368,1.0
1.0,1.0
