fpr,tpr
0.0,0.0
0.0,0.017543859649122806
0.0,0.45614035087719296
0.011494252873563218,0.45614035087719296
0.011494252873563218,0.47368421052631576
0.022988505747126436,0.47368421052631576
0.022988505747126436,0.5263157894736842
0.034482758620689655,0.5263157894736842
0.034482758620689655,0.6140350877192983
0.06896551724137931,0.6140350877192983
0.06896551724137931,0.631578947368421
0.08045977011494253,0.631578947368421
0.08045977011494253,0.6666666666666666
0.12643678160919541,0.6666666666666666
0.12643678160919541,0.6842105263157895
0.22988505747126436,0.6842105263157895
0.22988505747126436,0.7017543859649122
0.25287356321839083,0.7017543859649122
0.25287356321839083,0.7192982456140351
0.27586206896551724,0.7192982456140351
0.27586206896551724,0.7368421052631579
0.3103448275862069,0.7368421052631579
0.3103448275862069,0.7719298245614035
0.42528735632183906,0.7719298245614035
0.42528735632183906,0.7894736842105263
0.45977011494252873,0.7894736842105263
0.45977011494252873,0.8070175438596491
0.4942528735632184,0.8070175438596491
0.4942528735632184,0.8245614035087719
0.5057471264367817,0.8245614035087719
0.5057471264367817,0.8421052631578947
0.5172413793103449,0.8421052631578947
0.5172413793103449,0.8596491228070176
0.5632183908045977,0.8596491228070176
0.5632183908045977,0.9122807017543859
0.6206896551724138,0.9122807017543859
0.6206896551724138,0.9298245614035088
0.7816091954022989,0.9298245614035088
0.7816091954022989,0.9473684210526315
0.9310344827586207,0.9473684210526315
0.9310344827586207,1.0
1.0,1.0
