fpr,tpr
0.0,0.0
0.0,0.017543859649122806
0.0,0.07017543859649122
0.011494252873563218,0.07017543859649122
0.011494252873563218,0.08771929824561403
0.022988505747126436,0.08771929824561403
0.022988505747126436,0.43859649122807015
0.034482758620689655,0.43859649122807015
0.034482758620689655,0.45614035087719296
0.04597701149425287,0.45614035087719296
0.04597701149425287,0.49122807017543857
0.05747126436781609,0.49122807017543857
0.05747126436781609,0.5087719298245614
0.06896551724137931,0.5087719298245614
0.06896551724137931,0.5263157894736842
0.08045977011494253,0.5263157894736842
0.08045977011494253,0.6140350877192983
0.12643678160919541,0.6140350877192983
0.12643678160919541,0.6491228070175439
0.13793103448275862,0.6491228070175439
0.13793103448275862,0.6666666666666666
0.1724137931034483,0.6666666666666666
0.1724137931034483,0.7017543859649122
0.19540229885057472,0.7017543859649122
0.19540229885057472,0.7192982456140351
0.21839080459770116,0.7192982456140351
0.21839080459770116,0.7368421052631579
0.22988505747126436,0.7368421052631579
0.22988505747126436,0.7543859649122807
0.3448275862068966,0.7543859649122807
0.3448275862068966,0.7719298245614035
0.3563218390804598,0.7719298245614035
0.3563218390804598,0.7894736842105263
0.39080459770114945,0.7894736842105263
0.39080459770114945,0.8070175438596491
0.4367816091954023,0.8070175438596491
0.4367816091954023,0.8245614035087719
0.4482758620689655,0.8245614035087719
0.4482758620689655,0.8421052631578947
0.47126436781609193,0.8421052631578947
0.47126436781609193,0.8596491228070176
0.5057471264367817,0.8596491228070176
0.5057471264367817,0.8771929824561403
0.5862068965517241,0.8771929824561403
0.5862068965517241,0.8947368421052632
0.6436781609195402,0.8947368421052632
0.6436781609195402,0.9122807017543859
0.6896551724137931,0.9122807017543859
0.6896551724137931,0.9473684210526315
0.735632183908046,0.9473684210526315
0.735632183908046,0.9649122807017544
0.7701149425287356,0.9649122807017544
0.7701149425287356,0.9824561403508771
0.9310344827586207,0.9824561403508771
0.9310344827586207,1.0
1.0,1.0
