epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1
1,0.6584430858492851,0.6463584218706403,0.6304023845007451,0.6347305389221557,0.78125,0.31645569620253167,0.45045045045045046
2,0.58550452511935,0.617733895778656,0.7153502235469449,0.6227544910179641,0.5869565217391305,0.6835443037974683,0.631578947368421
3,0.44698298208060716,1.4450617986066001,0.8017883755588674,0.5868263473053892,0.5403225806451613,0.8481012658227848,0.6600985221674877
4,0.4321931463089727,0.6618916360395295,0.8077496274217586,0.6227544910179641,0.8636363636363636,0.24050632911392406,0.37623762376237624
5,0.309793351129407,0.38884191569827853,0.8628912071535022,0.8323353293413174,0.8695652173913043,0.759493670886076,0.8108108108108109
6,0.2691596680808635,0.9193131282892344,0.8837555886736215,0.718562874251497,0.9210526315789473,0.4430379746835443,0.5982905982905983
7,0.18893215242063716,0.7007559226116254,0.9210134128166915,0.7485029940119761,0.9111111111111111,0.5189873417721519,0.6612903225806451
8,0.1528887184048515,1.3996419584399562,0.9493293591654247,0.6586826347305389,0.9230769230769231,0.3037974683544304,0.45714285714285713
9,0.1070834929899623,0.871663030930081,0.9552906110283159,0.7784431137724551,0.9565217391304348,0.5569620253164557,0.704
10,0.13014275063150785,0.3716263175010681,0.9463487332339792,0.8862275449101796,0.9054054054054054,0.8481012658227848,0.8758169934640523
11,0.055889887197519694,1.0502786597072762,0.9791356184798807,0.718562874251497,0.9705882352941176,0.4177215189873418,0.584070796460177
12,0.07209472145353045,0.5982560948413309,0.9731743666169895,0.7784431137724551,0.6909090909090909,0.9620253164556962,0.8042328042328042
13,0.04235079736792527,0.43508625959622715,0.9836065573770492,0.874251497005988,0.953125,0.7721518987341772,0.8531468531468531
14,0.02156740383500056,0.540604249319239,0.9940387481371088,0.844311377245509,0.7572815533980582,0.9873417721518988,0.8571428571428571
15,0.014657400122294868,0.6854131074589012,0.9970193740685543,0.7904191616766467,0.6964285714285714,0.9873417721518988,0.8167539267015707
16,0.08762276516548202,0.33260850998617353,0.9731743666169895,0.844311377245509,0.7789473684210526,0.9367088607594937,0.8505747126436781
17,0.12584473489828052,1.1715809877177457,0.9418777943368107,0.6586826347305389,0.9583333333333334,0.2911392405063291,0.44660194174757284
18,0.0547258107939602,0.3030611683830752,0.977645305514158,0.9041916167664671,0.8888888888888888,0.9113924050632911,0.9
19,0.028624157356846678,0.4370179181985025,0.9955290611028316,0.874251497005988,0.953125,0.7721518987341772,0.8531468531468531
20,0.010477854115639016,0.25374002430804204,0.9970193740685543,0.8982035928143712,0.8974358974358975,0.8860759493670886,0.89171974522293
