epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1
1,0.7620199468164217,0.6946544817515782,0.5535714285714286,0.4523809523809524,0.2982456140350877,0.2463768115942029,0.2698412698412698
2,0.6788960645596186,0.7745824541364398,0.5892857142857143,0.5892857142857143,0.0,0.0,0.0
3,0.7139302650023074,0.7219136783054897,0.5848214285714286,0.5714285714285714,0.4,0.08695652173913043,0.14285714285714285
4,0.700769169699578,0.7691111642689932,0.5833333333333334,0.5892857142857143,0.0,0.0,0.0
5,0.6573974390824636,0.7184759612594332,0.6235119047619048,0.5773809523809523,0.4444444444444444,0.11594202898550725,0.1839080459770115
6,0.6108432717266536,0.9570466521240416,0.65625,0.5357142857142857,0.45794392523364486,0.7101449275362319,0.5568181818181818
7,0.5497997516677493,0.8142522935356412,0.7366071428571429,0.5773809523809523,0.375,0.043478260869565216,0.07792207792207792
8,0.5245902020306814,1.0122793522619067,0.7604166666666666,0.5357142857142857,0.423728813559322,0.36231884057971014,0.390625
9,0.39719338874731747,1.0514297705321085,0.8080357142857143,0.5595238095238095,0.4675324675324675,0.5217391304347826,0.4931506849315068
10,0.3519003391265869,1.074429526215508,0.8541666666666666,0.5119047619047619,0.42696629213483145,0.5507246376811594,0.4810126582278481
11,0.32356581377929877,1.2205681813259919,0.8497023809523809,0.6011904761904762,0.5625,0.13043478260869565,0.21176470588235294
12,0.24948009431716942,0.9399047234938258,0.8883928571428571,0.6726190476190477,0.5897435897435898,0.6666666666666666,0.6258503401360545
13,0.18640252699454626,1.2000851531823475,0.9300595238095238,0.5773809523809523,0.49019607843137253,0.7246376811594203,0.5847953216374269
14,0.1256403718753496,1.4276784598117782,0.9464285714285714,0.6190476190476191,0.543859649122807,0.4492753623188406,0.49206349206349204
15,0.1160627608935881,1.3756477946326846,0.9642857142857143,0.5357142857142857,0.423728813559322,0.36231884057971014,0.390625
16,0.12262218300574682,1.1718764801820118,0.9553571428571429,0.6547619047619048,0.6078431372549019,0.4492753623188406,0.5166666666666667
17,0.08912295518842127,1.1962033952808095,0.9761904761904762,0.6785714285714286,0.6363636363636364,0.5072463768115942,0.5645161290322581
18,0.0711955243660625,1.1113242577938807,0.9776785714285714,0.6607142857142857,0.581081081081081,0.6231884057971014,0.6013986013986014
19,0.11010785452076345,1.1201821155402631,0.9538690476190477,0.6130952380952381,0.5227272727272727,0.6666666666666666,0.5859872611464968
20,0.06834517705110124,1.5716516187392353,0.9717261904761905,0.6369047619047619,0.5714285714285714,0.463768115942029,0.512
