epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1
1,0.7662376734827246,0.6678929800788561,0.5461309523809523,0.6428571428571429,0.0,0.0,0.0
2,0.7069251022878147,0.7861712731066204,0.5788690476190477,0.39880952380952384,0.34814814814814815,0.7833333333333333,0.48205128205128206
3,0.6896403296185392,0.8224585340136573,0.5922619047619048,0.44642857142857145,0.3700787401574803,0.7833333333333333,0.5026737967914439
4,0.6669640939327932,0.9241456215580305,0.625,0.4226190476190476,0.3669064748201439,0.85,0.5125628140703518
5,0.622486418467902,0.7512737532101926,0.6875,0.5595238095238095,0.4186046511627907,0.6,0.4931506849315068
6,0.5728862388392112,1.3203986110609203,0.7261904761904762,0.6547619047619048,1.0,0.03333333333333333,0.06451612903225806
7,0.5229907136942659,0.7220126064050765,0.7604166666666666,0.6428571428571429,0.5,0.11666666666666667,0.1891891891891892
8,0.5289054053081643,1.2881985899681847,0.7529761904761905,0.4523809523809524,0.3904109589041096,0.95,0.5533980582524272
9,0.4132758648068245,0.6130267387876908,0.8154761904761905,0.6488095238095238,0.5061728395061729,0.6833333333333333,0.5815602836879432
10,0.37855569334767225,1.3127492892201102,0.8303571428571429,0.48214285714285715,0.3937007874015748,0.8333333333333334,0.5347593582887701
11,0.28123270058339195,0.7067810796378624,0.8913690476190477,0.6309523809523809,0.4888888888888889,0.7333333333333333,0.5866666666666667
12,0.273821516666517,0.8114270214656634,0.8854166666666666,0.6369047619047619,0.49411764705882355,0.7,0.5793103448275863
13,0.30351046617752653,0.932172598217481,0.8764880952380952,0.6904761904761905,0.7222222222222222,0.21666666666666667,0.3333333333333333
14,0.1901330162959528,0.7982170819637499,0.9360119047619048,0.6547619047619048,0.5833333333333334,0.11666666666666667,0.19444444444444445
15,0.285812750356161,0.9779622176041206,0.8869047619047619,0.5297619047619048,0.4214876033057851,0.85,0.56353591160221
16,0.22740030809239084,0.6626155893318355,0.9017857142857143,0.7380952380952381,0.6481481481481481,0.5833333333333334,0.6140350877192983
17,0.14597423362179793,1.6915980565051238,0.9464285714285714,0.43452380952380953,0.375886524822695,0.8833333333333333,0.527363184079602
18,0.11606972529885493,0.7596954886130767,0.9568452380952381,0.6845238095238095,0.5421686746987951,0.75,0.6293706293706294
19,0.0572984528546277,0.8359061646513597,0.9791666666666666,0.7380952380952381,0.66,0.55,0.6
20,0.10348261734248981,0.5038231489292923,0.9627976190476191,0.7619047619047619,0.65625,0.7,0.6774193548387096
